comuna,ica,fecha,id
comuna 14,57,2024-06-25,16881
comuna 15,81,2024-07-31,4104
comuna 6,58,2024-01-30,2656
comuna 16,26,2024-07-31,45630
comuna 8,80,2024-06-25,40520
comuna 12,54,2024-06-25,12767
comuna 10,21,2024-06-25,28958
comuna 12,21,2024-07-31,40665
comuna 3,33,2024-06-23,9091
comuna 5,87,2024-06-25,30837
comuna 4,46,2024-06-23,3654
comuna 4,60,2024-07-31,15205
comuna 12,12,2024-01-30,13802
comuna 9,38,2024-07-31,25923
comuna 4,77,2024-07-31,30096
comuna 7,52,2024-01-30,18458
comuna 16,52,2024-01-30,28752
comuna 4,23,2024-06-23,33493
comuna 4,32,2024-06-23,14697
comuna 11,70,2024-06-25,7277
comuna 11,75,2024-01-30,22810
comuna 5,52,2024-07-31,36617
comuna 5,63,2024-01-30,21831
comuna 14,50,2024-07-31,21864
comuna 13,92,2024-06-23,30950
comuna 11,17,2024-01-30,20129
comuna 4,44,2024-01-30,42473
comuna 16,46,2024-06-25,14615
comuna 12,58,2024-01-30,3336
comuna 4,76,2024-06-23,40957
comuna 2,18,2024-07-31,3163
comuna 10,40,2024-06-23,16902
comuna 9,51,2024-07-31,36834
comuna 6,83,2024-01-30,29773
comuna 2,58,2024-06-25,18741
comuna 5,29,2024-06-23,17893
comuna 9,21,2024-06-23,12075
comuna 14,90,2024-06-25,14064
comuna 14,68,2024-01-30,31864
comuna 10,99,2024-01-30,44568
comuna 7,50,2024-06-23,38365
comuna 15,66,2024-01-30,15463
comuna 15,95,2024-07-31,13903
comuna 8,17,2024-07-31,11433
comuna 1,80,2024-06-25,35858
comuna 10,77,2024-01-30,41526
comuna 8,99,2024-01-30,179
comuna 4,49,2024-06-23,32796
comuna 1,50,2024-06-23,17112
comuna 4,90,2024-07-31,46279
comuna 2,42,2024-07-31,15188
comuna 13,72,2024-06-25,28155
comuna 15,94,2024-06-23,16763
comuna 7,33,2024-01-30,8693
comuna 5,23,2024-01-30,9889
comuna 8,96,2024-06-23,12083
comuna 3,22,2024-06-23,3356
comuna 7,88,2024-01-30,47324
comuna 9,14,2024-07-31,8527
comuna 13,30,2024-01-30,3870
comuna 7,33,2024-01-30,16522
comuna 5,63,2024-07-31,17980
comuna 11,74,2024-07-31,35717
comuna 1,46,2024-01-30,42811
comuna 11,68,2024-07-31,12983
comuna 5,60,2024-01-30,10739
comuna 14,79,2024-06-25,46567
comuna 6,51,2024-01-30,21369
comuna 11,81,2024-01-30,45183
comuna 15,13,2024-06-25,2788
comuna 2,84,2024-06-25,2019
comuna 10,85,2024-07-31,25562
comuna 13,44,2024-01-30,1908
comuna 11,79,2024-06-25,28551
comuna 4,23,2024-06-25,44559
comuna 7,61,2024-06-23,25867
comuna 3,18,2024-01-30,21395
comuna 11,10,2024-06-23,1824
comuna 16,30,2024-01-30,8622
comuna 7,29,2024-06-23,46323
comuna 5,30,2024-06-25,2319
comuna 6,42,2024-07-31,3932
comuna 8,55,2024-01-30,23389
comuna 9,22,2024-01-30,48242
comuna 14,41,2024-07-31,32637
comuna 6,10,2024-07-31,31143
comuna 6,21,2024-06-23,46636
comuna 10,83,2024-06-25,41709
comuna 16,95,2024-01-30,20410
comuna 14,11,2024-01-30,31748
comuna 3,56,2024-06-23,5463
comuna 1,43,2024-06-23,21302
comuna 9,98,2024-06-25,10969
comuna 6,30,2024-06-25,30
comuna 6,77,2024-07-31,11963
comuna 12,41,2024-06-23,22867
comuna 15,42,2024-07-31,12994
comuna 4,12,2024-01-30,3824
comuna 3,67,2024-07-31,48722
comuna 8,92,2024-07-31,19551
comuna 9,84,2024-01-30,39464
comuna 12,66,2024-01-30,10910
comuna 16,63,2024-06-23,40999
comuna 12,41,2024-07-31,27878
comuna 13,79,2024-06-23,34659
comuna 14,39,2024-06-23,9660
comuna 13,37,2024-06-23,6885
comuna 6,44,2024-06-23,37968
comuna 12,59,2024-06-25,14238
comuna 4,86,2024-07-31,3677
comuna 11,76,2024-06-23,40563
comuna 14,72,2024-07-31,35854
comuna 5,98,2024-07-31,16235
comuna 7,38,2024-01-30,688
comuna 15,33,2024-01-30,28697
comuna 8,66,2024-06-25,18178
comuna 15,99,2024-06-25,48674
comuna 13,67,2024-06-25,38233
comuna 10,46,2024-01-30,17717
comuna 6,83,2024-07-31,30236
comuna 16,88,2024-01-30,8606
comuna 5,69,2024-06-25,24409
comuna 10,77,2024-06-23,42489
comuna 6,76,2024-06-25,10924
comuna 8,38,2024-06-23,43598
comuna 14,33,2024-07-31,44265
comuna 2,18,2024-01-30,26437
comuna 7,75,2024-06-23,6150
comuna 15,89,2024-07-31,47565
comuna 9,36,2024-01-30,17689
comuna 8,39,2024-01-30,17400
comuna 12,40,2024-06-23,20728
comuna 2,81,2024-01-30,1648
comuna 16,35,2024-06-25,31474
comuna 15,49,2024-01-30,10036
comuna 15,96,2024-06-23,7394
comuna 1,91,2024-07-31,7775
comuna 1,64,2024-06-23,22575
comuna 4,45,2024-01-30,27069
comuna 10,92,2024-06-23,40523
comuna 14,84,2024-07-31,30399
comuna 13,99,2024-07-31,29880
comuna 5,34,2024-06-23,10295
comuna 11,67,2024-07-31,47302
comuna 7,92,2024-07-31,24425
comuna 14,52,2024-01-30,33863
comuna 2,39,2024-06-23,45367
comuna 14,46,2024-07-31,10388
comuna 9,15,2024-06-25,8109
comuna 14,76,2024-01-30,40244
comuna 10,26,2024-07-31,10282
comuna 2,59,2024-07-31,12645
comuna 2,80,2024-01-30,38047
comuna 15,18,2024-06-25,8509
comuna 6,65,2024-06-23,38720
comuna 5,68,2024-06-25,8247
comuna 1,34,2024-07-31,30326
comuna 4,32,2024-01-30,6219
comuna 6,26,2024-06-25,24303
comuna 15,32,2024-06-23,34147
comuna 10,67,2024-06-25,34782
comuna 13,17,2024-06-23,17510
comuna 14,93,2024-01-30,38998
comuna 8,79,2024-06-23,42886
comuna 8,40,2024-06-23,33112
comuna 7,24,2024-06-23,14347
comuna 8,30,2024-06-23,26638
comuna 11,30,2024-01-30,28184
comuna 14,90,2024-06-23,23051
comuna 5,38,2024-06-25,39957
comuna 15,90,2024-07-31,4262
comuna 12,39,2024-06-25,39426
comuna 6,53,2024-01-30,29980
comuna 6,43,2024-01-30,47183
comuna 1,48,2024-06-23,21326
comuna 9,42,2024-01-30,19803
comuna 15,65,2024-07-31,29685
comuna 7,81,2024-07-31,7879
comuna 1,84,2024-06-23,37007
comuna 12,32,2024-01-30,16967
comuna 1,94,2024-06-23,14696
comuna 12,44,2024-06-25,25481
comuna 1,74,2024-06-25,35948
comuna 4,12,2024-07-31,25735
comuna 5,91,2024-01-30,28440
comuna 8,97,2024-06-23,11596
comuna 4,58,2024-06-23,45931
comuna 16,33,2024-06-23,2406
comuna 6,42,2024-07-31,11212
comuna 3,96,2024-06-23,5147
comuna 13,86,2024-06-25,22004
comuna 11,93,2024-07-31,49926
comuna 6,89,2024-06-23,30422
comuna 9,35,2024-06-25,49906
comuna 12,22,2024-06-25,38273
comuna 13,11,2024-06-25,38327
comuna 1,38,2024-06-23,7540
comuna 5,17,2024-06-23,33345
comuna 3,81,2024-06-23,33551
comuna 10,24,2024-07-31,42904
comuna 12,15,2024-07-31,21083
comuna 15,55,2024-06-23,7906
comuna 10,90,2024-01-30,49177
comuna 15,36,2024-07-31,7138
comuna 9,65,2024-07-31,30642
comuna 7,85,2024-07-31,22072
comuna 10,20,2024-06-25,41560
comuna 6,31,2024-06-25,40292
comuna 3,84,2024-06-23,23457
comuna 5,74,2024-01-30,32186
comuna 9,41,2024-06-25,3439
comuna 15,52,2024-01-30,9581
comuna 12,55,2024-01-30,28520
comuna 2,56,2024-07-31,20308
comuna 16,55,2024-07-31,48459
comuna 12,19,2024-07-31,37995
comuna 1,75,2024-01-30,2593
comuna 10,85,2024-06-25,37204
comuna 4,72,2024-06-23,27582
comuna 13,89,2024-07-31,41053
comuna 1,68,2024-06-25,9236
comuna 4,87,2024-06-23,18918
comuna 15,75,2024-07-31,30961
comuna 8,81,2024-07-31,42407
comuna 14,76,2024-07-31,14098
comuna 13,18,2024-06-25,26690
comuna 9,47,2024-01-30,27877
comuna 6,70,2024-01-30,49311
comuna 15,98,2024-06-25,45068
comuna 7,55,2024-01-30,38765
comuna 10,48,2024-01-30,26344
comuna 12,99,2024-01-30,36353
comuna 8,28,2024-06-23,11562
comuna 14,61,2024-06-23,28787
comuna 2,100,2024-07-31,42947
comuna 14,13,2024-06-23,9133
comuna 11,57,2024-07-31,29411
comuna 15,70,2024-06-25,37303
comuna 14,59,2024-07-31,46631
comuna 13,51,2024-01-30,4222
comuna 4,89,2024-06-25,16426
comuna 11,20,2024-06-23,27196
comuna 11,75,2024-06-23,33585
comuna 7,51,2024-06-23,39224
comuna 13,17,2024-01-30,2405
comuna 6,17,2024-06-25,12870
comuna 12,43,2024-07-31,43239
comuna 10,12,2024-01-30,19905
comuna 4,31,2024-01-30,29706
comuna 12,94,2024-07-31,27896
comuna 13,39,2024-01-30,26201
comuna 7,67,2024-06-25,10614
comuna 15,53,2024-06-25,31764
comuna 13,25,2024-01-30,33542
comuna 15,59,2024-07-31,47651
comuna 14,26,2024-06-25,21406
comuna 7,10,2024-06-23,29746
comuna 15,48,2024-01-30,25756
comuna 1,60,2024-07-31,40538
comuna 5,62,2024-01-30,30960
comuna 14,66,2024-07-31,46997
comuna 12,15,2024-01-30,49245
comuna 1,18,2024-06-25,31602
comuna 4,38,2024-06-23,15715
comuna 5,14,2024-06-25,49274
comuna 15,81,2024-06-23,44987
comuna 2,25,2024-01-30,1600
comuna 11,73,2024-06-25,37234
comuna 14,68,2024-06-23,33375
comuna 3,91,2024-01-30,12757
comuna 5,54,2024-06-25,34238
comuna 4,72,2024-07-31,21753
comuna 7,81,2024-06-23,14803
comuna 6,24,2024-07-31,22733
comuna 1,23,2024-07-31,22393
comuna 3,28,2024-01-30,34850
comuna 15,82,2024-06-25,41754
comuna 3,76,2024-07-31,10128
comuna 13,54,2024-01-30,17091
comuna 1,50,2024-06-25,19174
comuna 10,14,2024-07-31,21519
comuna 8,92,2024-06-25,38214
comuna 11,89,2024-07-31,24600
comuna 10,58,2024-01-30,40429
comuna 1,48,2024-01-30,40599
comuna 3,56,2024-07-31,19209
comuna 2,74,2024-07-31,9618
comuna 13,16,2024-01-30,7744
comuna 11,90,2024-01-30,37958
comuna 9,65,2024-06-25,42657
comuna 10,24,2024-07-31,18117
comuna 13,32,2024-06-25,21394
comuna 13,65,2024-06-25,42485
comuna 12,52,2024-06-23,44760
comuna 3,33,2024-06-25,16667
comuna 15,93,2024-07-31,47888
comuna 14,97,2024-07-31,38640
comuna 3,82,2024-06-23,3100
comuna 11,44,2024-06-25,32221
comuna 5,67,2024-07-31,7572
comuna 11,19,2024-06-25,30502
comuna 15,64,2024-01-30,22735
comuna 3,18,2024-01-30,39067
comuna 16,51,2024-01-30,21272
comuna 8,63,2024-06-25,32482
comuna 9,48,2024-01-30,22673
comuna 7,53,2024-07-31,41967
comuna 3,71,2024-07-31,43912
comuna 9,57,2024-06-25,34000
comuna 10,92,2024-07-31,20553
comuna 14,100,2024-06-23,5054
comuna 14,14,2024-06-25,40882
comuna 11,96,2024-06-23,33553
comuna 4,32,2024-06-25,48972
comuna 5,89,2024-07-31,29677
comuna 13,18,2024-07-31,40588
comuna 7,49,2024-06-23,10971
comuna 5,77,2024-06-23,47011
comuna 12,83,2024-06-25,10386
comuna 7,80,2024-06-25,9796
comuna 1,37,2024-07-31,30104
comuna 1,59,2024-01-30,41236
comuna 12,80,2024-06-23,6307
comuna 4,100,2024-01-30,13473
comuna 5,30,2024-07-31,26553
comuna 16,17,2024-06-25,19807
comuna 3,87,2024-06-25,31976
comuna 11,18,2024-06-25,22928
comuna 12,22,2024-06-25,8389
comuna 10,55,2024-01-30,23438
comuna 7,39,2024-06-25,46056
comuna 11,26,2024-06-25,6932
comuna 13,72,2024-06-25,16310
comuna 2,46,2024-06-25,3166
comuna 9,53,2024-06-25,15774
comuna 16,50,2024-06-23,33773
comuna 6,13,2024-06-23,2707
comuna 3,11,2024-06-25,42506
comuna 13,96,2024-01-30,33066
comuna 14,66,2024-06-25,48805
comuna 6,92,2024-07-31,35027
comuna 1,48,2024-06-25,35354
comuna 13,15,2024-06-23,22675
comuna 6,40,2024-07-31,12250
comuna 5,29,2024-06-25,41340
comuna 15,54,2024-07-31,35825
comuna 10,71,2024-01-30,15520
comuna 3,48,2024-06-23,41874
comuna 5,73,2024-06-25,48340
comuna 1,80,2024-06-25,10329
comuna 11,24,2024-01-30,34425
comuna 13,80,2024-07-31,21151
comuna 13,76,2024-06-25,25486
comuna 11,77,2024-06-25,11479
comuna 1,14,2024-07-31,6900
comuna 9,39,2024-06-25,44176
comuna 3,55,2024-06-23,48501
comuna 11,87,2024-06-23,10526
comuna 12,84,2024-06-23,24534
comuna 12,23,2024-07-31,41958
comuna 6,81,2024-06-25,48792
comuna 3,30,2024-06-23,26094
comuna 7,55,2024-06-25,19623
comuna 14,55,2024-07-31,47914
comuna 2,80,2024-06-25,5261
comuna 1,98,2024-06-23,24954
comuna 13,62,2024-06-23,1339
comuna 3,12,2024-01-30,7679
comuna 1,57,2024-01-30,47030
comuna 8,47,2024-06-23,15430
comuna 12,91,2024-06-25,2977
comuna 4,30,2024-07-31,26751
comuna 12,65,2024-06-23,31864
comuna 16,79,2024-07-31,11489
comuna 2,17,2024-01-30,49068
comuna 7,14,2024-06-23,38221
comuna 7,25,2024-01-30,29607
comuna 1,85,2024-07-31,35984
comuna 7,48,2024-01-30,34402
comuna 13,79,2024-07-31,16038
comuna 6,54,2024-06-25,27303
comuna 3,28,2024-07-31,15682
comuna 12,95,2024-01-30,35068
comuna 15,54,2024-01-30,43915
comuna 16,24,2024-06-23,444
comuna 7,61,2024-06-25,16719
comuna 5,24,2024-06-23,45463
comuna 13,95,2024-01-30,37588
comuna 15,89,2024-01-30,25528
comuna 4,97,2024-06-25,30542
comuna 4,18,2024-06-25,21047
comuna 15,10,2024-06-25,28006
comuna 10,91,2024-06-23,18569
comuna 11,73,2024-07-31,43787
comuna 10,24,2024-06-25,49759
comuna 13,96,2024-01-30,42223
comuna 9,18,2024-06-25,11602
comuna 9,30,2024-07-31,16482
comuna 5,40,2024-07-31,11706
comuna 13,60,2024-01-30,38658
comuna 8,47,2024-01-30,8094
comuna 3,27,2024-01-30,750
comuna 15,94,2024-06-23,31416
comuna 5,56,2024-06-25,28624
comuna 5,11,2024-06-23,11117
comuna 10,16,2024-07-31,29369
comuna 12,62,2024-07-31,19108
comuna 9,20,2024-01-30,8586
comuna 15,56,2024-07-31,11544
comuna 13,82,2024-01-30,9635
comuna 15,48,2024-07-31,43430
comuna 5,47,2024-06-25,10872
comuna 14,22,2024-06-25,20672
comuna 16,43,2024-01-30,32793
comuna 10,40,2024-01-30,30956
comuna 11,47,2024-06-25,15358
comuna 16,62,2024-07-31,5442
comuna 12,44,2024-06-25,16600
comuna 16,14,2024-06-23,15380
comuna 3,12,2024-01-30,6330
comuna 3,84,2024-06-23,27157
comuna 6,94,2024-06-23,42267
comuna 2,100,2024-07-31,2535
comuna 2,25,2024-06-25,29974
comuna 15,97,2024-06-25,45814
comuna 11,98,2024-06-23,25297
comuna 7,19,2024-01-30,5397
comuna 8,23,2024-07-31,38573
comuna 12,43,2024-06-25,12589
comuna 10,12,2024-06-23,20194
comuna 13,26,2024-06-23,14094
comuna 2,43,2024-01-30,30897
comuna 13,80,2024-01-30,37578
comuna 4,35,2024-06-25,20021
comuna 14,64,2024-06-25,35730
comuna 8,54,2024-07-31,19000
comuna 12,85,2024-01-30,36313
comuna 6,16,2024-01-30,384
comuna 13,65,2024-06-25,10047
comuna 6,10,2024-06-23,43076
comuna 10,89,2024-06-25,32284
comuna 12,62,2024-01-30,24734
comuna 4,75,2024-06-25,5950
comuna 9,53,2024-06-23,5516
comuna 3,53,2024-01-30,22338
comuna 10,85,2024-06-23,15210
